token	similarity
town	1.0
townsfolk	0.7975372231878914
streets	0.546355804204749
hills	0.5099310032167468
quaint	0.4854240725498828
airfield	0.4554553991154915
place	0.3685474910735898
landscape	0.3650369053880846
forests	0.36428854671145994
strolled	0.3613825191697399
meandering	0.35773405702742767
lived	0.35417345821679175
1900s	0.30230886721135736
